name,city,county,area,enrollment,championship_group,division_area,source,old_class,program_id,private,source_territory,notes
Fillmore,Port Veles,Bidwell,Selquah,1342.0,7A,JHSAA,current,7A,Igor Chernov North|girls,0,,
Topanga,Valderra,Ferris,Gold Valley,1342.0,7A,JHSAA,current,7A,Greta Adler|girls,0,,
Bogue Chitto,San Borondón,San Marcos,Sebastian Cape,1332.0,7A,JHSAA,current,7A,Vernon Moss North|girls,0,,
Wheeler Academy,Halbrook,Halbrook,Halbrook Basin,1332.0,7A,JHSAA,current,7A,Wheeler Academy|girls,1,,
Monongahela,Belmonte,Halbrook,Halbrook Basin,1324.0,7A,JHSAA,current,7A,Andrés Ibarra|girls,0,,
Henson Prep,Port Veles,Bidwell,Selquah,1323.0,7A,JHSAA,current,7A,Port Veles Civic Academy|girls,1,,
Parkside,Ansotegui Siding,Camas,Ashbury Metro,1323.0,7A,JHSAA,current,7A,Parkside|girls,0,,
Ralph Bellamy,Weissburg,Halbrook,Halbrook Basin,1323.0,7A,JHSAA,current,7A,Ralph Bellamy|girls,0,,
Providence Catholic,Gagarin,Sablewood,Gold Valley,1319.0,7A,JHSAA,current,6A,Naomi Ellison|girls,1,,
Brookside,Carroway,Rimrock,Juniper Highlands,1308.0,7A,JHSAA,current,6A,Katherine Whitaker|girls,0,,
Bridgewater,Copper Lake,Camas,Ashbury Metro,1306.0,7A,JHSAA,current,6A,Copper Lake East|girls,0,,
Fallon Works,Puerto de los Reyes,San Marcos,Sebastian Cape,1306.0,7A,JHSAA,current,6A,Janice Cole|girls,0,,
Cahaba,Belmonte,Halbrook,Halbrook Basin,1304.0,7A,JHSAA,current,6A,Elena Mendoza North|girls,0,,
Redfork West,Redfork,Tamarack,Cascade Divide,1304.0,7A,JHSAA,current,6A,Redfork West|girls,0,,
Tuscarora,Belmonte,Halbrook,Halbrook Basin,1304.0,7A,JHSAA,current,6A,I-50 Technical North|girls,0,,
Obama,Port Veles,Bidwell,Selquah,1302.0,7A,JHSAA,current,6A,Ralph Booker|girls,0,,
Oakhaven,Hawk Lake,Camas,Ashbury Metro,1299.0,7A,JHSAA,current,6A,Hawk Lake Eastgate|girls,0,,
Plainfield,Plainfield,Antler,Alderwold,1297.0,7A,JHSAA,current,6A,Plainfield Science|girls,0,,
Saint Marc,Belyakov,Vance,Halbrook Basin,1297.0,7A,JHSAA,current,6A,Mikhail Sidorov|girls,0,,
West El Paso,West El Paso,Goldbank,Southern Jefferson,1297.0,7A,JHSAA,current,6A,Gulch Bend|girls,0,,
Natchez Prep,San Borondón,San Marcos,Sebastian Cape,1285.0,7A,JHSAA,current,6A,St. Nicholas College Prep|girls,1,,
Springfield,Orellana,Vance,Halbrook Basin,1281.0,7A,JHSAA,current,6A,Canal View|girls,0,,
Gentilly,Valderra,Ferris,Gold Valley,1275.0,7A,JHSAA,current,6A,Rita Moreno North|girls,0,,
Glen Park,Emerson,Halbrook,Halbrook Basin,1275.0,7A,JHSAA,current,6A,Lucía Villaseñor|girls,0,,
Marigny,San Borondón,San Marcos,Sebastian Cape,1271.0,7A,JHSAA,current,6A,Nikolai Markov North|girls,0,,
Kingston,Llerena,Halbrook,Halbrook Basin,1262.0,7A,JHSAA,current,6A,St. Brigid Preparatory|girls,1,,
Valley Christian,New Leiden,Tamarack,Cascade Divide,1260.0,7A,JHSAA,current,6A,Valley Christian|girls,1,,
Belmonte Collegiate,Belmonte,Halbrook,Halbrook Basin,1257.0,7A,JHSAA,current,6A,Belmonte International School|girls,1,,
St. Vincent,Port Veles,Bidwell,Selquah,1257.0,7A,JHSAA,current,6A,St. Vincent School|girls,1,,
Natchez,Belmonte,Halbrook,Halbrook Basin,1254.0,7A,JHSAA,current,6A,Depot High North|girls,0,,
Valley Forge,Valderra,Ferris,Gold Valley,1247.0,7A,JHSAA,current,6A,Valley Forge|girls,0,,
Bridgeport,Valderra,Ferris,Gold Valley,1243.0,7A,JHSAA,current,6A,Jean Lindgren|girls,0,,
Heron Slough,Caswell,Halbrook,Halbrook Basin,1241.0,7A,JHSAA,current,6A,Heron Slough|girls,0,,
Cordero Junction,San Cordero,Tamarack,Cascade Divide,1235.0,7A,JHSAA,current,6A,San Cordero East|girls,0,,
Belmonte,Belmonte,Halbrook,Halbrook Basin,1225.0,7A,JHSAA,current,6A,Belmonte|girls,0,,
Archbishop Doyle Prep,Halbrook,Halbrook,Halbrook Basin,1214.0,6A,JHSAA,current,6A,Archbishop Doyle Prep|girls,1,,
St. Varian,St. Varian,Marlow,Ashbury Metro,1212.0,6A,JHSAA,current,6A,St. Varian|girls,0,,
Casa Linda,Llerena,Halbrook,Halbrook Basin,1211.0,6A,JHSAA,current,6A,Javier Cárdenas North|girls,0,,
Pawnee,Caswell,Halbrook,Halbrook Basin,1206.0,6A,JHSAA,current,6A,Andrés Valera North|girls,0,,
Manzanita Ridge,Caswell,Halbrook,Halbrook Basin,1204.0,6A,JHSAA,current,6A,Manzanita Ridge|girls,0,,
Windmill Ridge,Moriarty,Ferris,Gold Valley,1203.0,6A,JHSAA,current,6A,Moriarty Foundry High|girls,0,,
Navrang,Navrang,Rimrock,Juniper Highlands,1202.0,6A,JHSAA,current,6A,Navrang|girls,0,,
Dry Lake,Three Saints,Rimrock,Juniper Highlands,1201.0,6A,JHSAA,current,6A,Dry Lake|girls,0,,
Maritime,Madrigal,Halbrook,Halbrook Basin,1199.0,6A,JHSAA,current,6A,Madrigal Maritime Academy|girls,0,,
Pelican Town,Belmonte,Halbrook,Halbrook Basin,1192.0,6A,JHSAA,current,6A,Belmonte Agricultural Sciences Academy|girls,0,,
Caney,Belmonte,Halbrook,Halbrook Basin,1190.0,6A,JHSAA,current,6A,Treasure Valley|girls,0,,
Calvin Coolidge,Port Veles,Bidwell,Selquah,1187.0,6A,JHSAA,current,6A,Nadia Chernov|girls,0,,
Doyle Ridge,Halbrook,Halbrook,Halbrook Basin,1185.0,6A,JHSAA,current,6A,Archbishop Doyle Prep North|girls,0,,
Empire Milling,Carroway,Rimrock,Juniper Highlands,1185.0,6A,JHSAA,current,6A,Frances Gaines|girls,0,,
Puerto Gallego,Puerto Gallego,San Marcos,Sebastian Cape,1185.0,6A,JHSAA,current,6A,Puerto Gallego|girls,0,,
Savane Brulee,Belyakov,Vance,Halbrook Basin,1184.0,6A,JHSAA,current,6A,Coyote Draw|girls,0,,
Bois Neuf,Belyakov,Vance,Halbrook Basin,1181.0,6A,JHSAA,current,6A,Orchard Gate North|girls,0,,
Rita Moreno,Valderra,Ferris,Gold Valley,1179.0,6A,JHSAA,current,6A,Rita Moreno|girls,0,,
Antelope Butte,San Cordero,Tamarack,Cascade Divide,1172.0,6A,JHSAA,current,6A,Antelope Butte|girls,0,,
Perryville,Perryville,Marlow,Ashbury Metro,1169.0,6A,JHSAA,current,6A,Petra Bianchi|girls,0,,
Tidewater Catholic,Port Veles,Bidwell,Selquah,1164.0,6A,JHSAA,current,6A,St. Elias School|girls,1,,
Calder,Calder,Rimrock,Juniper Highlands,1163.0,6A,JHSAA,current,6A,Calder|girls,0,,
Stone Ridge,Caswell,Halbrook,Halbrook Basin,1157.0,6A,JHSAA,current,6A,Salvador Montalvo North|girls,0,,
Paul Robeson,Emerson,Halbrook,Halbrook Basin,1156.0,6A,JHSAA,current,6A,Paul Robeson|girls,0,,
Adams,Port Veles,Bidwell,Selquah,1151.0,6A,JHSAA,current,6A,Nadia Sidorov|girls,0,,
St. Ignatius,Belmonte,Halbrook,Halbrook Basin,1151.0,6A,JHSAA,current,6A,St. Basil School|girls,1,,
Bahía Vista,San Borondón,San Marcos,Sebastian Cape,1150.0,6A,JHSAA,current,6A,Tatiana Chernov North|girls,0,,
Hawk Lake,Hawk Lake,Camas,Ashbury Metro,1143.0,6A,JHSAA,current,6A,Hawk Lake|girls,0,,
Golden State Packing,San Joaquín,Marlow,Ashbury Metro,1141.0,6A,JHSAA,current,6A,Naomi Ward|girls,0,,
Iron Gate Works,Altamonte,Juniper,Juniper Highlands,1141.0,6A,JHSAA,current,6A,Thelma Stokes|girls,0,,
George Washington Carver,Plainfield,Antler,Alderwold,1140.0,6A,JHSAA,current,6A,George Washington Carver|girls,0,,
Paddock County,New Piscataway,Paddock,Yarrowmere,1139.0,6A,JHSAA,current,6A,Paddock County|girls,0,,
Severn,Port Veles,Bidwell,Selquah,1130.0,6A,JHSAA,current,6A,Port Veles Civic Leadership Academy|girls,0,,
Tomales Bay,San Telmo,Ferris,Gold Valley,1129.0,6A,JHSAA,current,6A,Harold Calder|girls,0,,
Rutherford Hayes,Port Veles,Bidwell,Selquah,1124.0,6A,JHSAA,current,6A,Marcus Langston|girls,0,,
Mission Butte,San Cordero,Tamarack,Cascade Divide,1121.0,6A,JHSAA,current,6A,San Cordero Maritime Academy|girls,0,,
Kokomo,Belmonte,Halbrook,Halbrook Basin,1119.0,6A,JHSAA,current,6A,Belmonte Northwest|girls,0,,
Christchurch Episcopal,Port Veles,Bidwell,Selquah,1117.0,6A,JHSAA,current,6A,Ralph Booker North|girls,1,,
Dusty Spur,Belmonte,Halbrook,Halbrook Basin,1106.0,6A,JHSAA,current,6A,Belmonte Health Sciences Academy|girls,0,,
Blue Grama,Moriarty,Ferris,Gold Valley,1105.0,6A,JHSAA,current,6A,Lorna Booker|girls,0,,
Lycee Valmont,Belyakov,Vance,Halbrook Basin,1087.0,6A,JHSAA,current,6A,Belyakov River Plain North|girls,1,,
San Dámaso,San Dámaso,Bidwell,Selquah,1086.0,6A,JHSAA,current,6A,San Dámaso|girls,0,,
Shenango,Belmonte,Halbrook,Halbrook Basin,1086.0,6A,JHSAA,current,6A,Javier Alvarado North|girls,0,,
Nightfall,Vespertine,Sablewood,Gold Valley,1084.0,6A,JHSAA,current,6A,Pauli Booker|girls,0,,
Bolinas,Weissburg,Halbrook,Halbrook Basin,1081.0,6A,JHSAA,current,6A,Ander Arrieta|girls,0,,
Carrollton,San Cordero,Tamarack,Cascade Divide,1080.0,6A,JHSAA,current,6A,Thurgood Marshall North|girls,0,,
Lake Esperanza,Lake Esperanza,Ferris,Gold Valley,1078.0,6A,JHSAA,current,6A,Lake Esperanza|girls,0,,
Chaminade,Ashbury,Marlow,Ashbury Metro,1074.0,6A,JHSAA,current,6A,Chaminade|girls,1,,
St. Perpetua,Halbrook,Halbrook,Halbrook Basin,1073.0,6A,JHSAA,current,6A,St. Perpetua|girls,1,,
Carden Pass,Fort Carden,Tamarack,Cascade Divide,1072.0,6A,JHSAA,current,6A,Winifred Booker North|girls,0,,
San Telmo,San Telmo,Ferris,Gold Valley,1069.0,6A,JHSAA,current,6A,San Telmo|girls,0,,
Moriarty,Moriarty,Ferris,Gold Valley,1063.0,6A,JHSAA,current,6A,Moriarty|girls,0,,
Cleveland,Port Veles,Bidwell,Selquah,1058.0,6A,JHSAA,current,6A,Marina Moroz|girls,0,,
Llerena,Llerena,Halbrook,Halbrook Basin,1058.0,6A,JHSAA,current,6A,Llerena|girls,0,,
Ironworks,Fort Meriwether,Weller,Selquah,1047.0,6A,JHSAA,current,6A,Fort Meriwether Foundry High|girls,0,,
Archbishop Valois,Belyakov,Vance,Halbrook Basin,1043.0,6A,JHSAA,current,6A,Viktor Antonov|girls,1,,
Liberty Hill,Carroway,Rimrock,Juniper Highlands,1029.0,6A,JHSAA,current,6A,Carroway School of Public Service|girls,0,,
Cascade Christian,Vespertine,Sablewood,Gold Valley,1023.0,6A,JHSAA,current,6A,Marcus Mercer|girls,1,,
Eastgate North,Boyerstown,Marlow,Ashbury Metro,1022.0,6A,JHSAA,current,6A,Eastgate North|girls,0,,
Emerson,Emerson,Halbrook,Halbrook Basin,1022.0,6A,JHSAA,current,6A,Emerson|girls,0,,
Kernwood County,Quill,Kernwood,Yarrowmere,1022.0,6A,JHSAA,current,6A,Kernwood County|girls,0,,
Dry Creek Cooperative,Boyerstown,Marlow,Ashbury Metro,1020.0,6A,JHSAA,current,5A,Opal Stokes|girls,0,,
Furrow Crossing,Furrow Crossing,Barlowe,Halbrook Basin,1019.0,6A,JHSAA,current,5A,Furrow Crossing|girls,0,,
Hazel Country Day,San Borondón,San Marcos,Sebastian Cape,1019.0,6A,JHSAA,current,5A,San Borondón Country Day School|girls,1,,
Welsh Plains,Welsh Plains,Paddock,Yarrowmere,1019.0,6A,JHSAA,current,5A,Welsh Plains|girls,0,,
Biden,Port Veles,Bidwell,Selquah,1006.0,6A,JHSAA,current,5A,Port Veles Agricultural Sciences Academy|girls,0,,
Serrano,Serrano,Halbrook,Halbrook Basin,1006.0,6A,JHSAA,current,5A,Serrano|girls,0,,
St. Catherine Academy,St. Varian,Marlow,Ashbury Metro,1006.0,6A,JHSAA,current,5A,Nathaniel Gaines|girls,1,,
Kittery,Port Veles,Bidwell,Selquah,1005.0,6A,JHSAA,current,5A,Walter Hart|girls,0,,
Olive Reach,Olive Reach,Kernwood,Yarrowmere,998.0,6A,JHSAA,current,5A,Olive Reach|girls,0,,
Perry Green,Perryville,Marlow,Ashbury Metro,996.0,6A,JHSAA,current,5A,Perryville Civic Leadership Academy|girls,0,,
San Borondón,San Borondón,San Marcos,Sebastian Cape,994.0,6A,JHSAA,current,5A,San Borondón|girls,0,,
Rock on the Hill Christian Academy,Belmonte,Halbrook,Halbrook Basin,993.0,6A,JHSAA,current,5A,Belmonte Collegiate Academy|girls,1,,
Central West End,Telfair,Rimrock,Juniper Highlands,992.0,6A,JHSAA,current,5A,Edith Ward|girls,0,,
Gerald Ford,Port Veles,Bidwell,Selquah,990.0,6A,JHSAA,current,5A,Opal Avery|girls,0,,
Kingwood,Santa Cruz del Norte,San Marcos,Sebastian Cape,987.0,6A,JHSAA,current,5A,Winifred Ellison|girls,0,,
Highland Park,Belmonte,Halbrook,Halbrook Basin,985.0,6A,JHSAA,current,5A,Iker Aramburu North|girls,0,,
Kenwood,Madrigal,Halbrook,Halbrook Basin,978.0,6A,JHSAA,current,5A,Javier Castañeda|girls,0,,
Fairgrounds,Telfair,Rimrock,Juniper Highlands,977.0,6A,JHSAA,current,5A,Tomás Mendoza|girls,0,,
Sandhill Marsh,Cortland,Ferris,Gold Valley,967.0,6A,JHSAA,current,5A,Sandhill Marsh|girls,0,,
Saint Francis,Port Meridian,Bidwell,Selquah,966.0,6A,JHSAA,current,5A,Saint Francis|girls,1,,
Benchton,Benchton,Barlowe,Halbrook Basin,965.0,6A,JHSAA,current,5A,Benchton|girls,0,,
Morne Caribou Polytechnic,Belyakov,Vance,Halbrook Basin,961.0,6A,JHSAA,current,5A,Belyakov Polytechnic Institute|girls,0,,
Gate City,Barclay,Ferris,Gold Valley,960.0,6A,JHSAA,current,5A,Barclay Golden Gate|girls,0,,
Esperanza Basin,Lake Esperanza,Ferris,Gold Valley,956.0,6A,JHSAA,current,5A,Thomas Jansen North|girls,0,,
Garrow,Garrow,Kernwood,Yarrowmere,956.0,6A,JHSAA,current,5A,Garrow|girls,0,,
East Burlington,Leidesdorff,Sablewood,Gold Valley,953.0,5A,JHSAA,current,5A,Leidesdorff Academy of Music and Media|girls,0,,
Fruitvale,Halbrook,Halbrook,Halbrook Basin,949.0,5A,JHSAA,current,5A,Vasquez|girls,0,,
Star City,Gagarin,Sablewood,Gold Valley,949.0,5A,JHSAA,current,5A,Gagarin School of Public Service|girls,0,,
Wales City,Wales City,Weller,Selquah,949.0,5A,JHSAA,current,5A,Wales City|girls,0,,
Clover Reach,Clover Reach,Olivet,Yarrowmere,948.0,5A,JHSAA,current,5A,Clover Reach|girls,0,,
Grand Fond,Belyakov,Vance,Halbrook Basin,947.0,5A,JHSAA,current,5A,Belyakov River Plain|girls,0,,
Petoskey,Belmonte,Halbrook,Halbrook Basin,946.0,5A,JHSAA,current,5A,Treasure Valley North|girls,0,,
Boyerstown,Boyerstown,Marlow,Ashbury Metro,944.0,5A,JHSAA,current,5A,Boyerstown|girls,0,,
Juniper Ridge,Navrang,Rimrock,Juniper Highlands,938.0,5A,JHSAA,current,5A,Juniper Ridge|girls,0,,
Tindall,Tindall,Camas,Ashbury Metro,931.0,5A,JHSAA,current,5A,Tindall|girls,0,,
Verde Highlands,Bahía Leal,San Marcos,Sebastian Cape,930.0,5A,JHSAA,current,5A,Costa Verde North|girls,0,,
Benchlands,Madrigal,Halbrook,Halbrook Basin,929.0,5A,JHSAA,current,5A,Madrigal West Bench|girls,0,,
Pear Slough,Pear Slough,Barlowe,Halbrook Basin,929.0,5A,JHSAA,current,5A,Pear Slough|girls,0,,
Abbey Prep,Port Meridian,Bidwell,Selquah,923.0,5A,JHSAA,current,5A,Abbey Prep|girls,1,,
Pine Barrens,Hawk Lake,Camas,Ashbury Metro,921.0,5A,JHSAA,current,5A,Hawk Lake Southeast|girls,0,,
Sea Cliff,Orlova,Tamarack,Cascade Divide,920.0,5A,JHSAA,current,5A,Mila Melnick|girls,0,,
John Quincy Adams,St. Varian,Marlow,Ashbury Metro,913.0,5A,JHSAA,current,5A,Sofía Cordero|girls,0,,
Lateral Seven,Orellana,Vance,Halbrook Basin,913.0,5A,JHSAA,current,5A,Canal View North|girls,0,,
Foxtail Meadows,Port Veles,Bidwell,Selquah,910.0,5A,JHSAA,current,5A,Foxtail Meadows|girls,0,,
Willow Creek,Lake Esperanza,Ferris,Gold Valley,906.0,5A,JHSAA,current,5A,Willow Creek|girls,0,,
St. Olga College Prep,Mercer City,Ferris,Gold Valley,904.0,5A,JHSAA,current,5A,St. Olga College Prep|girls,1,,
Rye,Rye,Marlow,Ashbury Metro,900.0,5A,JHSAA,current,5A,Rye|girls,0,,
Cheney,Port Veles,Bidwell,Selquah,899.0,5A,JHSAA,current,5A,Sofia Romanov North|girls,0,,
Barley Point,Rye,Marlow,Ashbury Metro,896.0,5A,JHSAA,current,5A,Rye Academy of Arts and Letters|girls,0,,
Natchitoches Catholic,San Borondón,San Marcos,Sebastian Cape,894.0,5A,JHSAA,current,5A,St. Casimir Preparatory|girls,1,,
Providence Academy,Ashbury,Marlow,Ashbury Metro,888.0,5A,JHSAA,current,5A,Providence Academy|girls,1,,
Belle Rive,Belyakov,Vance,Halbrook Basin,885.0,5A,JHSAA,current,5A,José Martí North|girls,0,,
Chester A. Arthur,Caswell,Halbrook,Halbrook Basin,884.0,5A,JHSAA,current,5A,Caswell School of Science and Industry|girls,0,,
Cascade Mutual,Loomis City,Camas,Ashbury Metro,881.0,5A,JHSAA,current,5A,Elias Mercier|girls,0,,
Nanticoke,Port Veles,Bidwell,Selquah,881.0,5A,JHSAA,current,5A,Amelia Freeman|girls,0,,
Elk River Power,San Tomás,Ferris,Gold Valley,879.0,5A,JHSAA,current,5A,Xavier Robles|girls,0,,
Loomis City,Loomis City,Camas,Ashbury Metro,877.0,5A,JHSAA,current,5A,Loomis City|girls,0,,
Chickasaw,Belmonte,Halbrook,Halbrook Basin,876.0,5A,JHSAA,current,5A,Jon Etxeberria North|girls,0,,
Cholla Flats,Serrano,Halbrook,Halbrook Basin,871.0,5A,JHSAA,current,5A,Serrano Depot High|girls,0,,
Port Veles Lutheran,Port Veles,Bidwell,Selquah,865.0,5A,JHSAA,current,5A,Nathaniel Cross North|girls,1,,
Roscoe Village,Valderra,Ferris,Gold Valley,863.0,5A,JHSAA,current,5A,Thelma Moss|girls,0,,
Veles Central,Port Veles,Bidwell,Selquah,862.0,5A,JHSAA,current,5A,Port Veles|girls,0,,
East Range Agricultural,Blackpine,Antler,Alderwold,860.0,5A,JHSAA,current,5A,Svenja Adler|girls,0,,
Hackensack,Belmonte,Halbrook,Halbrook Basin,860.0,5A,JHSAA,current,5A,Woodrow Wilson North|girls,0,,
Grace Lee Boggs,Norview,Marlow,Ashbury Metro,858.0,5A,JHSAA,current,5A,Grace Lee Boggs|girls,0,,
Metropolitan Country Day,Ashbury,Marlow,Ashbury Metro,856.0,5A,JHSAA,current,5A,Metropolitan Country Day School|girls,1,,
Sisters of Mercy,Ashbury,Marlow,Ashbury Metro,854.0,5A,JHSAA,current,5A,Sisters of Mercy|girls,1,,
George H. W. Bush,Port Veles,Bidwell,Selquah,852.0,5A,JHSAA,current,5A,Opal Avery North|girls,0,,
Montpelier,Tindall,Camas,Ashbury Metro,851.0,5A,JHSAA,current,5A,Tindall Heights|girls,0,,
Norwood Park,Madrigal,Halbrook,Halbrook Basin,847.0,5A,JHSAA,current,5A,Edith Tillman|girls,0,,
Fort Meriwether,Fort Meriwether,Weller,Selquah,845.0,5A,JHSAA,current,5A,Fort Meriwether|girls,0,,
Pascagoula,Belmonte,Halbrook,Halbrook Basin,845.0,5A,JHSAA,current,5A,Benjamin Banneker North|girls,0,,
Casco,Port Veles,Bidwell,Selquah,834.0,5A,JHSAA,current,5A,Amelia Freeman North|girls,0,,
Juniper Well,Llerena,Halbrook,Halbrook Basin,834.0,5A,JHSAA,current,5A,Llerena East|girls,0,,
Pointe Coupee,San Borondón,San Marcos,Sebastian Cape,834.0,5A,JHSAA,current,5A,Claudette Cole North|girls,0,,
Meadowbrook,Wales City,Weller,Selquah,833.0,5A,JHSAA,current,5A,Katherine Bellamy|girls,0,,
Blackpine,Blackpine,Antler,Alderwold,825.0,5A,JHSAA,current,5A,Blackpine|girls,0,,
Tide Point,Fort Meriwether,Weller,Selquah,822.0,5A,JHSAA,current,5A,Breakwater|girls,0,,
Cedar Point,Llerena,Halbrook,Halbrook Basin,821.0,5A,JHSAA,current,5A,Viktor Kareva|girls,0,,
Wyalusing Providence,Ashbury,Marlow,Ashbury Metro,819.0,5A,JHSAA,current,5A,Providence Academy North|girls,0,,
Ketanji Brown Jackson,Belmonte,Halbrook,Halbrook Basin,815.0,5A,JHSAA,current,5A,Amaia Aramburu|girls,0,,
Kilbride Switch,Kilbride Switch,Olivet,Yarrowmere,815.0,5A,JHSAA,current,5A,Kilbride Switch|girls,0,,
Pacific Friends,Ashbury,Marlow,Ashbury Metro,814.0,5A,JHSAA,current,5A,Pacific Friends School|girls,1,,
Kelford,Kelford,Ferris,Gold Valley,813.0,5A,JHSAA,current,5A,Kelford|girls,0,,
Meyerland,San Tomás,Ferris,Gold Valley,806.0,5A,JHSAA,current,5A,Naomi Moss|girls,0,,
Sulphur Springs,Orellana,Vance,Halbrook Basin,798.0,5A,JHSAA,current,4A,Sulphur Springs|girls,0,,
Eisenhower,Sluice Crossing,Goldbank,Southern Jefferson,792.0,5A,JHSAA,current,4A,Eisenhower|girls,0,,
Evans Larsen Day,Ashbury,Marlow,Ashbury Metro,792.0,5A,JHSAA,current,4A,Jefferson School of Science and Technology North|girls,0,,
Ida B. Wells,San Joaquín,Marlow,Ashbury Metro,789.0,5A,JHSAA,current,4A,Ida B. Wells|girls,0,,
Millworks,Fellows Mill,Sablewood,Gold Valley,789.0,5A,JHSAA,current,4A,Fellows Mill Civic Leadership Academy|girls,0,,
Janeaway,Santa Laura,San Marcos,Sebastian Cape,786.0,5A,JHSAA,current,4A,Santa Laura North|girls,0,,
Westside Christian,Port Meridian,Bidwell,Selquah,786.0,5A,JHSAA,current,4A,Westside Christian|girls,1,,
Siberia,Belyakov,Vance,Halbrook Basin,782.0,5A,JHSAA,current,4A,Mila Chernov North|girls,0,,
Magnolia Park,Three Saints,Rimrock,Juniper Highlands,778.0,5A,JHSAA,current,4A,Isabel Montalvo|girls,0,,
Cottonrock Point,Garrow,Kernwood,Yarrowmere,776.0,5A,JHSAA,current,4A,Cottonrock Point|girls,0,,
Port Veles Episcopal,Port Veles,Bidwell,Selquah,775.0,5A,JHSAA,current,4A,Geraldine Cross|girls,1,,
Driftwood,Lake Esperanza,Ferris,Gold Valley,774.0,5A,JHSAA,current,4A,Marcus Price North|girls,0,,
Cliffside,San Borondón,San Marcos,Sebastian Cape,771.0,5A,JHSAA,current,4A,Adela Robles North|girls,0,,
Calasanz Prep,Plainfield,Antler,Alderwold,769.0,5A,JHSAA,current,4A,Calasanz Prep|girls,1,,
Weissburg,Weissburg,Halbrook,Halbrook Basin,766.0,5A,JHSAA,current,4A,Weissburg|girls,0,,
Las Norias,Las Norias,Ferris,Gold Valley,764.0,5A,JHSAA,current,4A,Las Norias|girls,0,,
Basalt Electric,Caswell,Halbrook,Halbrook Basin,762.0,5A,JHSAA,current,4A,Andrés Valera|girls,1,,
Fort Halloran,Fort Halloran,Marlow,Ashbury Metro,761.0,5A,JHSAA,current,4A,Beatrice Davenport|girls,0,,
Timberline,Ashbury,Marlow,Ashbury Metro,759.0,5A,JHSAA,current,4A,Timberline|girls,0,,
Buckeye Ridge,Olive Reach,Kernwood,Yarrowmere,754.0,5A,JHSAA,current,4A,Olive Reach North|girls,0,,
Northside Christian,Halbrook,Halbrook,Halbrook Basin,754.0,5A,JHSAA,current,4A,Northside Christian|girls,1,,
Harry Truman,Kilbride Switch,Olivet,Yarrowmere,748.0,5A,JHSAA,current,4A,Harry Truman|girls,0,,
Bracken Works,Wales City,Weller,Selquah,744.0,5A,JHSAA,current,4A,Renata Adler|girls,0,,
Herbert Hoover,Furrow Crossing,Barlowe,Halbrook Basin,742.0,5A,JHSAA,current,4A,Herbert Hoover|girls,0,,
Averill,Averill,Sablewood,Gold Valley,738.0,5A,JHSAA,current,4A,Averill|girls,0,,
De La Salle,Bellacosta,Ferris,Gold Valley,736.0,5A,JHSAA,current,4A,César Mendoza|girls,1,,
Harrisburgh,Valderra,Ferris,Gold Valley,731.0,4A,JHSAA,current,4A,Jean Lindgren North|girls,0,,
Jesse Jackson,San Dámaso,Bidwell,Selquah,730.0,4A,JHSAA,current,4A,San Dámaso Harbor Gate|girls,0,,
Fort Weller,Fort Weller,Weller,Selquah,729.0,4A,JHSAA,current,4A,Fort Salish|girls,0,,
Three Saints,Three Saints,Rimrock,Juniper Highlands,729.0,4A,JHSAA,current,4A,Three Saints|girls,0,,
Camas,Tindall,Camas,Ashbury Metro,728.0,4A,JHSAA,current,4A,Renata Dahl|girls,0,,
Sonia Sotomayor,Mount Horeb,Marlow,Ashbury Metro,727.0,4A,JHSAA,current,4A,Manuel Cordero|girls,0,,
Beacon Hill,Port Veles,Bidwell,Selquah,724.0,4A,JHSAA,current,4A,Beacon Hill|girls,0,,
Faith Academy,Santa Michaela,Bidwell,Selquah,722.0,4A,JHSAA,current,4A,Irina Kovalenko|girls,1,,
Tunnel Diggings,Tunnel Diggings,Goldbank,Southern Jefferson,718.0,4A,JHSAA,current,4A,Tunnel Diggings|girls,0,,
Lonepine Canyon,Tunnel Diggings,Goldbank,Southern Jefferson,714.0,4A,JHSAA,current,4A,Lonepine Canyon|girls,0,,
Black Springs,Black Springs,Antler,Alderwold,700.0,4A,JHSAA,activation,4A,EXP-N003,0,,
Ella Baker,Llerena,Halbrook,Halbrook Basin,699.0,4A,JHSAA,current,4A,Ella Baker|girls,0,,
Prune Springs,Prune Springs,Bardsley,Yarrowmere,698.0,4A,JHSAA,current,4A,Prune Springs|girls,0,,
Forge,Ashbury,Marlow,Ashbury Metro,696.0,4A,JHSAA,current,4A,Steelbridge|girls,0,,
Wyalusing,Belmonte,Halbrook,Halbrook Basin,696.0,4A,JHSAA,current,4A,Buckeye Bend|girls,0,,
San Cordero Central,San Cordero,Tamarack,Cascade Divide,695.0,4A,JHSAA,current,4A,San Cordero|girls,0,,
Arroyo Verde,Santa Michaela,Bidwell,Selquah,683.0,4A,JHSAA,current,4A,Irina Kovalenko North|girls,0,,
Excelsior,Los Maderos,Bidwell,Selquah,682.0,4A,JHSAA,current,4A,Maksim Karev|girls,0,,
Santa Laura,Santa Laura,San Marcos,Sebastian Cape,679.0,4A,JHSAA,current,4A,Santa Laura|girls,0,,
Coolidge,Olive Reach,Kernwood,Yarrowmere,676.0,4A,JHSAA,current,4A,Coolidge|girls,0,,
Indigo Bend,Furrow Crossing,Barlowe,Halbrook Basin,676.0,4A,JHSAA,current,4A,Indigo Bend|girls,0,,
